视频文件地址,视频ocr结果,视频asr结果,是否违规,线索内容,商品类别,获取时间,直播间链接,直播间名称
/home/bjut/live_analyzer/DouyinLiveRecorder/downloads/抖音直播/C咖化妆品旗舰店/C咖化妆品旗舰店_2024-04-02_21-56-35_520.mp4,C咖 春游季宠粉节 科学祛痘 出游不惧痘 真祛痘强控油痘痘越来越少 确认订单 痘痘变癌 人韩佩泉同款 化妆品旗 春游季宠粉节 C咖洗面奶祛 痘痘变小 6小时 极速发货 13 成110 痘痘变少 明星博主都在用 包邮 单运费 商家赚送，退换货可赔付 费险 0 ￥109 减优惠 清洁控油抑痘 159.90 博同款 毛孔粗 吊爽效择 送试用！！ 价值19.9  痘 二痘 C咖品牌代言 赠运费险 七天无理由 48H发货 ,那行了如果说做不到祛痘效果不会有专利的吗都不会有的宝贝就是不会有的而且你买赶回去我们还经过的两千个真人少年实测过坚持用十四天豆豆面积减少百分之百有脂间少百分之十一头是白头数量已经秋疹数量是也在减少都在改善理想一下的宝贝两千个真人实测都有效果了那你比他们更坚持但效果是更加好友想和犹豫呢对不对什么问题可用的你看很多宝贝是不是每天早上起床然后你油罐的油到皮肤的泛黄都暗沉了而且猫会很粗糙有黑头有闭口有粉刺有红肿肉有脓包有豆硬豆你都得用一号链接顺眼加上拍没错你都可以数量加三拍加上付款的话呢因为今天我们早想开播有福利咱们家三一百一十九呃一百五十九立减一百一十九块钱到手一百五,否,"{'type': 1, 'content': {'通用敏感词': '百分之百'}}",化妆品,2024/4/16 16:03,https://live.douyin.com/386164710622,C咖化妆品旗舰店
/home/bjut/live_analyzer/DouyinLiveRecorder/downloads/抖音直播/C咖化妆品旗舰店/C咖化妆品旗舰店_2024-04-02_21-56-35_493.mp4,C咖 春游季宠粉节 科学祛痘 出游不惧痘 真祛痘强控油 痘痘越来越少 痘痘变癌 春游季宠粉节 痘痘变小 6小时 极速发货 痘痘变少 明星博主都在用 博同款 送冻干！！！ 送喷囊！！ 清洁 控油 抑痘 癌 C咖品牌代言 赠运费险 七天无理由 48H发货 ,单排在门下四排三号是直接是立减一百一只然后到手是幺五九零价格又赠送到了两个赠送对不对一屏正双播性格我没保存装满满的呢到手形一五九大哥一百五十岁然后我们寻找话分别是我们家那个什么一号干扰礼金入门里如果说你脸上容易长痘的来有多的问题都会困扰我想用多少去东旭东你改善意的文字首选就拍紧张一射练家层牌对因为紧张一号链接也是可以说什么专位斗鸡眼发第一块形态对这一款是属于祛痘功效型的那如果说你不长痘推荐大学怕二号令尊二号链接它是喜叫二一能够帮助您去借助脸上的一些什么淡妆啊素颜啊隔离啊仿膳呀对不对虽能够帮助您是发现双水性双有零件啊而且这一款不仅乃至能够秀光女生现在装对也是能够现在知道啊整个性价比都是美德双对吧质量款就看你们个人,否,"{'type': 1, 'content': {'通用敏感词': '第一'}}",化妆品,2024/4/16 16:03,https://live.douyin.com/386164710622,C咖化妆品旗舰店
/home/bjut/live_analyzer/DouyinLiveRecorder/downloads/抖音直播/C咖化妆品旗舰店/C咖化妆品旗舰店_2024-04-02_21-56-35_045.mp4,C咖 春游季宠粉节 科学祛痘出游不惧痘 真祛痘强控油痘痘越来越少 痘痘变癌 春游季宠粉节 痘痘变小 6小时 极速发货 痘痘变少 明星博主都在用 博同款 清洁 控油 抑痘 癌 癌 C咖品牌代言 赠运费险 七天无理由 48H发货 ,不够的三只带回去你脸上的问题呢笑得更彻底联洗得更干净所以的话呢推荐到大家就是说能拍三不拍三要连接真正推荐数量加三派他们才是我们的三只砖才送的套装来到所以的话能尽量不要买一支啊那没问题的话我就接着讲一讲咯宝宝手快赠品是你的手慢赠品是别人的一号链接已经没有多少现货库存了啊来咱这个有没有敏感肌肤的宝贝在直播间的敏感肌啊或者说像我们的一些什么脸上有红丝丝的这一个呢是皮肤比较薄啊还有呃就是学生胆什么中学生啊高中生这样刚刚也有很多宝妈是给自己家孩子买洗面奶的呀我们的快乐宝宝还有我们的哎呦宝贝是不是来咱们这个跟大家说一下啊真的直接买一号链接因为我一号链接是纯按机刷的跟很多洗面奶不一样您看一下很多洗面奶是有什么香精酒精皂鸡防腐剂对不对那如果说的话呢用久了以后那,否,"{'type': 1, 'content': {'通用敏感词': '敏感肌'}}",化妆品,2024/4/16 16:05,https://live.douyin.com/386164710622,C咖化妆品旗舰店
/home/bjut/live_analyzer/DouyinLiveRecorder/downloads/抖音直播/C咖化妆品旗舰店/C咖化妆品旗舰店_2024-04-02_21-56-35_045.mp4,C咖 春游季宠粉节 科学祛痘出游不惧痘 真祛痘强控油痘痘越来越少 痘痘变癌 春游季宠粉节 痘痘变小 6小时 极速发货 痘痘变少 明星博主都在用 博同款 清洁 控油 抑痘 癌 癌 C咖品牌代言 赠运费险 七天无理由 48H发货 ,不够的三只带回去你脸上的问题呢笑得更彻底联洗得更干净所以的话呢推荐到大家就是说能拍三不拍三要连接真正推荐数量加三派他们才是我们的三只砖才送的套装来到所以的话能尽量不要买一支啊那没问题的话我就接着讲一讲咯宝宝手快赠品是你的手慢赠品是别人的一号链接已经没有多少现货库存了啊来咱这个有没有敏感肌肤的宝贝在直播间的敏感肌啊或者说像我们的一些什么脸上有红丝丝的这一个呢是皮肤比较薄啊还有呃就是学生胆什么中学生啊高中生这样刚刚也有很多宝妈是给自己家孩子买洗面奶的呀我们的快乐宝宝还有我们的哎呦宝贝是不是来咱们这个跟大家说一下啊真的直接买一号链接因为我一号链接是纯按机刷的跟很多洗面奶不一样您看一下很多洗面奶是有什么香精酒精皂鸡防腐剂对不对那如果说的话呢用久了以后那,否,"{'type': 2, 'content': {'匹配对': {'变体词': '红丝丝', '原词': '红血丝'}, '匹配方式': '人工'}}",化妆品,2024/4/16 16:05,https://live.douyin.com/386164710622,C咖化妆品旗舰店
/home/bjut/live_analyzer/DouyinLiveRecorder/downloads/抖音直播/C咖化妆品旗舰店/C咖化妆品旗舰店_2024-04-03_06-51-46_014.mp4,C咖 春游季宠粉节 科学祛痘出游不惧痘 真祛痘强控油痘痘越来越少 突发爆痘 明星吴昕同款 春游季宠粉节 日常长痘 6小时 极速发货 反复长痘 明星博主都在用 清洁 控油抑痘 价 C咖 导费及验 送试用！！  价值19.9  净爽战痘不油腻 痘 痘 C咖品牌代言人 赠运费险 七天无理由 48H发货 ,摸到了两千个真人算你实测过的吧坚持用十天送动面积减少百分之十六有整减少百分之十一手质量白头数量以及秋子数量是不是在减少都在改善用后不伤害皮肤具有控有功效并且能改善你的红肿漏洞问题所以宝宝我们家的喜脉如果说用得不好每效果有这个专利报没有的宝贝那肯定是没有的对而且你买去我们家医药链接是真的用的好用的大明星多大都在听见都在对咱们的航美娟岛是本人有共情妇用在用再用对无心老师本人是一个敏感性或在用石怒老师肝病斩都也在用最用的报明星感亲自杀脸的吗不敢的还有我们千万级别播种小鱼爱团僵持清理灵动小姐姐热播剧里面同款的行人都在压力歇对所以产品不好用重不到有这么多安利推荐对这个东西不妨可以放心是对我讲我是想给家,否,"{'type': 1, 'content': {'通用敏感词': '千万级'}}",化妆品,2024/4/16 16:06,https://live.douyin.com/386164710622,C咖化妆品旗舰店
/home/bjut/live_analyzer/DouyinLiveRecorder/downloads/抖音直播/C咖化妆品旗舰店/C咖化妆品旗舰店_2024-04-02_21-56-35_115.mp4,C咖 春游季宠粉节 科学祛痘 出游不惧痘 真祛痘强控油痘痘越来越少 痘痘变癌 春游季宠粉节 痘痘变小 6小时 极速发货 痘痘变少 博主都在 清洁 控油 抑痘 癌 癌 癌 C咖品牌代言 赠运费险 七天无理由 48H发货 ,你在我直播间要拍一号链接不要买一只是一只的话就像我刚刚说的没赠品没福利如果你今天在我直播间里面你是属于那种早上会用洗面奶晚上会用洗面奶的宝宝那真的一直不够用你三只趁着有福利直接囤货他保质期三年而且的话呢今天在我直播间的宝贝们啊我跟大家去说一说啊豆豆仿佛长黑头闭口粉丝多或者你是有痘印有豆坑的那一只不够三只带我去坚持用效果是不是更加是能拍三不拍三号连接数两家三排那而且的话呢像我们家一号链接我再给奥大家呢去来说一说二我们这一款的话呢就是呃敏感肌肤的宝宝有没有我看一下敏感肌肤或者说是我们的那个什么呃比如红丝丝或者皮肤包还有那种呢十五岁长痘了十六岁长痘了学生党的朋友们担心能不能用到那么的话呢我们家一号链接你放心用您放心用去黑头吗那你有没有,否,"{'type': 1, 'content': {'通用敏感词': '敏感肌'}}",化妆品,2024/4/16 16:09,https://live.douyin.com/386164710622,C咖化妆品旗舰店
/home/bjut/live_analyzer/DouyinLiveRecorder/downloads/抖音直播/C咖化妆品旗舰店/C咖化妆品旗舰店_2024-04-02_21-56-35_115.mp4,C咖 春游季宠粉节 科学祛痘 出游不惧痘 真祛痘强控油痘痘越来越少 痘痘变癌 春游季宠粉节 痘痘变小 6小时 极速发货 痘痘变少 博主都在 清洁 控油 抑痘 癌 癌 癌 C咖品牌代言 赠运费险 七天无理由 48H发货 ,你在我直播间要拍一号链接不要买一只是一只的话就像我刚刚说的没赠品没福利如果你今天在我直播间里面你是属于那种早上会用洗面奶晚上会用洗面奶的宝宝那真的一直不够用你三只趁着有福利直接囤货他保质期三年而且的话呢今天在我直播间的宝贝们啊我跟大家去说一说啊豆豆仿佛长黑头闭口粉丝多或者你是有痘印有豆坑的那一只不够三只带我去坚持用效果是不是更加是能拍三不拍三号连接数两家三排那而且的话呢像我们家一号链接我再给奥大家呢去来说一说二我们这一款的话呢就是呃敏感肌肤的宝宝有没有我看一下敏感肌肤或者说是我们的那个什么呃比如红丝丝或者皮肤包还有那种呢十五岁长痘了十六岁长痘了学生党的朋友们担心能不能用到那么的话呢我们家一号链接你放心用您放心用去黑头吗那你有没有,否,"{'type': 2, 'content': {'匹配对': {'变体词': '红丝丝', '原词': '红血丝'}, '匹配方式': '人工'}}",化妆品,2024/4/16 16:09,https://live.douyin.com/386164710622,C咖化妆品旗舰店
/home/bjut/live_analyzer/DouyinLiveRecorder/downloads/抖音直播/C咖化妆品旗舰店/C咖化妆品旗舰店_2024-04-02_21-56-35_287.mp4,C咖 春游季宠粉节 科学祛痘 出游不惧痘 真祛痘强控油痘痘越来越少 痘痘变癌 春游季宠粉节 痘痘变小 6小时 极速发货 痘痘变少 注都在用 博同款 送冻于！！！ 送喷零 清洁 控油 抑痘 癌 C咖品牌代言 赠运费险 七天无理由 48H发货 ,赠送到了亮可正双动干粉对不对冻干粉它是能够造成空油能够做到拨通营浪费小事但这两盒在六号链接是不是丹麦都是卖六十九然后还有给大家送到了一瓶正装的一个什么波形喷雾舒缓保持精华喷雾能够有效补血保持整天丹麦也算慢一百二十九价格两根加起来都已经是两百家了啊今天早不过天我是直接零零送对那还不够还给你们额外安排到了五包村庄来五包宋庄实验量对满满的呢到手机现在幺五九被送上你美满过年过名都可以随之打架先去感受先去体验把喜欢满洲留不喜欢奔椅子都是可以决退只一个的话全部什么售货宝藏什么都是有感拉漫来运行前排上十天我流逛包天幺零七啊为你们自己评手送出来就是我们今天这个价格您就出现这个极致对不对您带个两单三都回去您放着膨胀是不是也都是没问题啊,否,"{'type': 1, 'content': {'通用敏感词': '极致'}}",化妆品,2024/4/16 16:28,https://live.douyin.com/386164710622,C咖化妆品旗舰店
/home/bjut/live_analyzer/DouyinLiveRecorder/downloads/抖音直播/C咖化妆品旗舰店/C咖化妆品旗舰店_2024-04-02_21-56-35_496.mp4,C咖 春游季宠粉节 科学祛痘出游不惧痘 真祛痘强控油痘痘越来越少 痘痘变癌 泉同款 春游季宠粉节 痘痘变小 6小时 极速发货 痘痘变少 明星博主都在用  博同款 送喷雾！！ 清洁 控油 抑痘 O 癌 C咖品牌代言 赠运费险 七天无理由 48H发货 ,他都是不大一样不一样在你日常买的是不是只能够造成这样对但是做不了渠道也不能够改善您脸上其他几个问题哦如果说门底啊直播间前面有容易长痘的有痘痘困扰的都在反反复复好的优涨涨得有好不管您是什么轻声轻赏青春痘对姨妈欣赏姨妈豆平时工作压力大有压力豆爱吃辣的云上晚上豆什么红肿痘仿佛都但凡脸上有痘问题哦为想尿做到去都是应该本色是不是可以通通是熊到门大一号一号链接也是可以说就什么真味逗逗鸡眼发的一块形蛋而且不仅能够让祛痘盛名其他经问题哦你有什么毛孔粗大道有黑头粉丝的红肿痘痘也睡油是闪闪发黄素叶可以是通风熊大银行领间黑色文章的话都是实时代在是拿到了国家药监局颁发的发明这一国家级证书被红章政府应该在这里,否,"{'type': 1, 'content': {'通用敏感词': '国家级'}}",化妆品,2024/4/16 16:40,https://live.douyin.com/386164710622,C咖化妆品旗舰店
/home/bjut/live_analyzer/DouyinLiveRecorder/downloads/抖音直播/C咖化妆品旗舰店/C咖化妆品旗舰店_2024-04-02_21-56-35_509.mp4,C咖 春游季宠粉节 科学祛痘 出游不惧痘 真祛痘强控油痘痘越来越少 确认订单 痘痘变疮 拍3支立减110 春游季宠粉节 痘痘变小 6小时 ￥89.90 极速发货 + 赠品 明星博主都在用 银  订单运费 运费险 0 满减优惠 ￥159.90 清洁 控油 抑痘 C咖 早资烫整 送试用！！ 价值19.9  痘 三痘 赠运费险 七天无理由 48H发货 ,感谢没有了最后五分钟下播简单的宝贝来妹妹已经秒没了是吗那这边给我看一下是有多少个姐妹每幅画的我这边看他还有四个宝贝没支付哦来有四个宝贝支付还有四个姐妹还在纠结犹豫在战大闹那么这四个血瓶我就先不等了哈各位待会整点我们到三十分钟我就要准备给大家安排解答吧或者再给大家提出我们最后一波线误转来银行领都需要拼手今晚所直接踢他到第十五只三一心无所有宝贝想要清洁控制到小改善多多因问题拍一号链接手动站加三拍卖三只斗手十一剑指向一百五十九脉正装宋整装送东家粉喷雾直接零米送有五包铁装可以免费体验十天一天两天舔不出感情十天总有感觉买游戏喜欢买一米就留不喜欢不买直接退一百五十九买一百五十九退让你凌晨满是错全部安排到了运费险十天无理由棍全班牌有问题可以结问没问题节拍秒拍秒,否,"{'type': 1, 'content': {'通用敏感词': '最后'}}",化妆品,2024/4/16 16:41,https://live.douyin.com/386164710622,C咖化妆品旗舰店
/home/bjut/live_analyzer/DouyinLiveRecorder/downloads/抖音直播/C咖化妆品旗舰店/C咖化妆品旗舰店_2024-04-02_21-56-35_262.mp4,C咖 春游季宠粉节 科学祛痘 出游不惧痘 真祛痘强控油痘痘越来越少 痘痘变癌 春游季宠粉节 痘痘变小 6小时 极速发货 痘痘变少 明星 是博主都在用 送冻干！！ 清洁控油抑痘 瘦 C咖品牌代言 赠运费险 七天无理由 48H发货 ,就盯着这个价格就今天这个机器可以说真的是买到真的咯对有问题先把问题读下来没问题的秒拍秒拍秒直播啦对有任何以后有任何想法都可以跟主播叫然后我们这边都是可以一一给他做到接单刚刚是踢出来了怎么加那个什么六单身不错啊就剩六单了啊六单拍完之后你就是一个安排点过去了对而且我们现在排下都是先发快的话都是什么当天飞当天稳固根本看到六星期然后我们家的话都是在广东广州顺便发货省内一到两天审外三到四天那想要安排先锋先发想要快点收到吗货物快递前面我们就下节去拍那我们直播间姐妹如果说是有什么刚刚刷什么钢筋进来的没买过没有用过井下嘻哈警来的宿舍也都可以烧错停留一下好不好听主播给各位新闻前辈给大家讲解一下就像你们,否,"{'type': 1, 'content': {'通用敏感词': '就今天'}}",化妆品,2024/4/16 16:49,https://live.douyin.com/386164710622,C咖化妆品旗舰店
/home/bjut/live_analyzer/DouyinLiveRecorder/downloads/抖音直播/C咖化妆品旗舰店/C咖化妆品旗舰店_2024-04-02_21-56-35_470.mp4,C咖 春游季宠粉节 科学祛痘出游不惧痘 真祛痘强控油痘痘越来越少 痘痘变疮 春游季宠粉节 痘痘变小 6小时 极速发货 痘症变少 明星博主都在用 清洁控油抑痘 症 C咖品牌代言 赠运费险 七天无理由 48H发货 ,我得见也是同样每天证明人家全名售药好吧而且是不挑免礼不挑新棉不挑肤质男生女生也要干啤酒饮会有皮明基本都是通通都是可以去放进去拍门家话日波价格是卖到什么二十九来今天大家一定要首选我们直播间首荐大家去他们家银行链接直接手动数量加强拍数量加到三拍下的话是直接设立减一百一十位然后到手是幺五九一个价格有赠送到了两盒正装动安分一笔正装波星喷我和五保重装对门本单到手是一件事幺五九那个价格哦为旧中间这个价格您就中间这个今天这个机制真的闭眼拍闭眼带拉主要是见过护城府里面不多了好不好不然待会拍完我就直接给他安排起来过生这样子的话行那而且你像呃对不对不知道怎么去护肤不了解到你纠结去拍左上右每家都是有给你们搭配好了像银行领结对你晚上可以先用这个行来去给他做到一个什么日常亲戚啊再去叠加,否,"{'type': 1, 'content': {'通用敏感词': '首选'}}",化妆品,2024/4/16 17:03,https://live.douyin.com/386164710622,C咖化妆品旗舰店
/home/bjut/live_analyzer/DouyinLiveRecorder/downloads/抖音直播/C咖化妆品旗舰店/C咖化妆品旗舰店_2024-04-02_21-56-35_263.mp4,C咖 春游季宠粉节 科学祛痘 出游不惧痘 真祛痘强控油痘痘越来越少 痘痘变疮 春游季宠粉节 痘痘变小 6小时 极速发货 痘痘变少 明星博主都在用 送冻干！！ 清洁 控油抑痘 瘦症  C咖品牌代言 赠运费险 七天无理由 48H发货 ,您是你日常市面上买的行奶它是不是只能够叫金戒啊但是他是做不到一个什么祛痘的功工效对不对如果说你脸上是有经常容易长痘痘来有痘痘问题有豆腐很少不管您是什么青春期少青春痘对姨妈稀赏银娃豆平时经常工作压力大有压力豆爱吃辣的人上火烧到为什么红酒豆腐豆但凡脸上手都有问题为想要做到真心受挫硬改善性有病患者是不是通通都可以去熊道门家银行领先而且你家的话也是可以说就是双味动机研发领冠型的不仅能够做到祛痘啊像你脸上其他几乎问题来有什么毛孔粗大豆有黑油粉丝豆什么闭口都夜红酒斗豆水油是成安全发黄是不是也可以去涂抹胸脑门大银行对紧张的话都是非常实实在在的啊是拿到了国家药精值颁发的发明专利证说红杉,否,"{'type': 1, 'content': {'通用敏感词': '国家'}}",化妆品,2024/4/16 17:16,https://live.douyin.com/386164710622,C咖化妆品旗舰店
/home/bjut/live_analyzer/DouyinLiveRecorder/downloads/抖音直播/C咖化妆品旗舰店/C咖化妆品旗舰店_2024-04-02_21-56-35_272.mp4,咖 春游季宠粉节 科学祛痘 出游不惧痘 真祛痘强控油痘痘越来越少 痘痘变疮 痘痘变小 6小时 极速发货 痘痘变少 明星博主都在用  00.0 博同款 清洁控油抑痘 癌 症 赠运费险 七天无理由 48H发货 ,还有我们的哥五个小妹妹我付款到来还有五个姐妹还在纠结还在犹豫还在穿搭那这五个行为我就先不等了好不好那我们后台准备一下吧这五单库存给我听出来为留给真真有需要有想请示弱来一号链接不能说拼手都没有做直接提单倒计时我是在直播间我们聚合吧歇后福利啊有多想改森哥的黑头并购粉丝都想清洁控有驱动备只见瞄准以后间手动虽然加上牌各个帅加三排拍下面检查一百五十九到手谁在闹胸口误送五金花再送五包铁砖可以先提后买单凌凌晨粉丝数准时秒赔付反复整个培养不长购买二号男女通用分析排序用不清楚可以下个东西留言问主播先拍先的秒拍秒词不漏对了准备喜欢小子可以随风进去拍了老炮来直接,否,"{'type': 1, 'content': {'通用敏感词': '倒计时'}}",化妆品,2024/4/16 17:31,https://live.douyin.com/386164710622,C咖化妆品旗舰店
/home/bjut/live_analyzer/DouyinLiveRecorder/downloads/抖音直播/善存保健品旗舰店/善存保健品旗舰店_2024-04-02_21-56-33_122.mp4,Centrum 善存 入会享5元 逆袭做素颜女王 王 直播间专属礼赔 60 益生菌正装 2种饼 18+女性 久坐办公室 孝敬父母表彰奖 饮食不规律 0 发质细软塌 免免力差  女善正装 买正装送正装 库存告 运 关注领券 运费险 七天无理由 售后无忧 ,七天旅游运行简单回家今天发货给您发新鲜批次今天买到都是假一赔四的正装产品没错而且我们家是什么我们是官方正品直播间我们的寿前有保证售后有保障虽保质保质保量保证保售后的宝妈与其实选择一些风很大的海某外的产品你真的出了什么事解他们能为你负责吗负不了对不对没错啊宝宝您可以不如选择咱三十年品牌的善存在我们不同年龄阶段的国人体制作量身打造适合你的才是真的好不要补多了也不要补少了二宝妹来今天我们家一号链接给到各单带有免费试试的机会大家可以先把我们的免费声名额先占下来奥宝曼就算您不想要了买完就后悔了你都能退好吧但是你如果真的想心想要真心留下来的话你也想象,否,"{'type': 1, 'content': {'通用敏感词': '正品'}}",保健品,2024/4/16 18:26,https://live.douyin.com/754533386856,善存保健品旗舰店
/home/bjut/live_analyzer/DouyinLiveRecorder/downloads/抖音直播/善存保健品旗舰店/善存保健品旗舰店_2024-04-02_21-56-33_122.mp4,Centrum 善存 入会享5元 逆袭做素颜女王 王 直播间专属礼赔 60 益生菌正装 2种饼 18+女性 久坐办公室 孝敬父母表彰奖 饮食不规律 0 发质细软塌 免免力差  女善正装 买正装送正装 库存告 运 关注领券 运费险 七天无理由 售后无忧 ,七天旅游运行简单回家今天发货给您发新鲜批次今天买到都是假一赔四的正装产品没错而且我们家是什么我们是官方正品直播间我们的寿前有保证售后有保障虽保质保质保量保证保售后的宝妈与其实选择一些风很大的海某外的产品你真的出了什么事解他们能为你负责吗负不了对不对没错啊宝宝您可以不如选择咱三十年品牌的善存在我们不同年龄阶段的国人体制作量身打造适合你的才是真的好不要补多了也不要补少了二宝妹来今天我们家一号链接给到各单带有免费试试的机会大家可以先把我们的免费声名额先占下来奥宝曼就算您不想要了买完就后悔了你都能退好吧但是你如果真的想心想要真心留下来的话你也想象,否,"{'type': 2, 'content': {'匹配对': {'变体词': '海某外', '原词': '海外'}, '匹配方式': '人工'}}",保健品,2024/4/16 18:26,https://live.douyin.com/754533386856,善存保健品旗舰店
/home/bjut/live_analyzer/DouyinLiveRecorder/downloads/抖音直播/善存保健品旗舰店/善存保健品旗舰店_2024-04-02_21-56-33_080.mp4,Centrum 善存 逆袭做素颜女王 王 直播间专属礼赔 0O 益生苗正装 2种美饼 18+ +女性 久坐办公室 孝敬父母表彰奖 饮食不规律 e6 发质细软塌 免免力差 图 妮 女善正装 买正装送正装 运 关注领券 运费险 七天无理由 售后无忧 ,一号链接小子平买两瓶就是无忧啊无忧购买没有售后风险因为我来替你承担了好不好在直播间报毕竟我是真真实实给到大家有到七天无理由有到遇险显的是不是来给我们家宝来宝宝给您说一下首先我们是狗爸爸平台的官方节点店铺而且你怎么去看我们家这个店铺呢你去点击我的头像去我们店铺主页面当中你能够看到啊我们家是这样的一个黑标认真账号没错只有关系电账号才可以啊宝贝是的但凡是什么啊但凡什么挂羊头卖狗肉的中间商赚差价的店铺都没有办法给大家显示这个黑标认证没错我们家的味宝宝您可以放心去买啊宝宝们您放心去买你就算在使用的过程当中有任何不好的问题你都能找到我们这就是为什么我们不建议大家咱国人咱不要去买些海某外的一些营养品去吃,否,"{'type': 2, 'content': {'匹配对': {'变体词': '海某外', '原词': '海外'}, '匹配方式': '人工'}}",保健品,2024/4/16 18:27,https://live.douyin.com/754533386856,善存保健品旗舰店
/home/bjut/live_analyzer/DouyinLiveRecorder/downloads/抖音直播/善存保健品旗舰店/善存保健品旗舰店_2024-04-02_21-56-33_107.mp4,Centrum 善存 入会享5元 逆袭做素颜女王 王肉 直播间专属礼赔  益生菌正装 2种美 久坐办公室 孝敬父母表彰奖 饮食不规律  发质细软塌 免免力差 周 买正装(送正装 关注领券 运费险 七天无理由 售后无忧 ,一个营养的补和窗做到而且我们在直播间尤其是对于我们夏天要到来对于我们的什么身某材要做管理的帅哥美女们就一定要把我们的维生素去补充号没错营养均衡了你才有多余的一个什么能量去做一个消耗是不是是的所以在直播间吧并不是说咱想做申某材管理并不是饿出来的啊宝贝反而会有到我们的一个代代谢谢的一个伤和害对不对没错今天直播间宝啊但凡是经常熬夜的经常有道清吗头发啊有的床上也有梳子上也有啊枕头上也有的以及有出现那些早上起床肤色暗夜沉沉辣黄黄道是的再加上我们随着粘人增加尤其是女孩子啊生过了小朋友之后我们可能会发现吧自己越来越感觉到疲累了脾气也越来越不好了是不是不是你脾气不好哦其实是因为我们身上少了一些元素是不是让你感觉整个人很暴躁所以一定要做好我们的,否,"{'type': 1, 'content': {'通用敏感词': '脾'}}",保健品,2024/4/16 18:32,https://live.douyin.com/754533386856,善存保健品旗舰店
/home/bjut/live_analyzer/DouyinLiveRecorder/downloads/抖音直播/善存保健品旗舰店/善存保健品旗舰店_2024-04-02_21-56-33_107.mp4,Centrum 善存 入会享5元 逆袭做素颜女王 王肉 直播间专属礼赔  益生菌正装 2种美 久坐办公室 孝敬父母表彰奖 饮食不规律  发质细软塌 免免力差 周 买正装(送正装 关注领券 运费险 七天无理由 售后无忧 ,一个营养的补和窗做到而且我们在直播间尤其是对于我们夏天要到来对于我们的什么身某材要做管理的帅哥美女们就一定要把我们的维生素去补充号没错营养均衡了你才有多余的一个什么能量去做一个消耗是不是是的所以在直播间吧并不是说咱想做申某材管理并不是饿出来的啊宝贝反而会有到我们的一个代代谢谢的一个伤和害对不对没错今天直播间宝啊但凡是经常熬夜的经常有道清吗头发啊有的床上也有梳子上也有啊枕头上也有的以及有出现那些早上起床肤色暗夜沉沉辣黄黄道是的再加上我们随着粘人增加尤其是女孩子啊生过了小朋友之后我们可能会发现吧自己越来越感觉到疲累了脾气也越来越不好了是不是不是你脾气不好哦其实是因为我们身上少了一些元素是不是让你感觉整个人很暴躁所以一定要做好我们的,否,"{'type': 2, 'content': {'匹配对': {'变体词': '身某材', '原词': '身材'}, '匹配方式': '人工'}}",保健品,2024/4/16 18:32,https://live.douyin.com/754533386856,善存保健品旗舰店
/home/bjut/live_analyzer/DouyinLiveRecorder/downloads/抖音直播/善存保健品旗舰店/善存保健品旗舰店_2024-04-02_21-56-33_057.mp4,Centrum 善存 入会享5元 逆袭做素颜女王 主  8 女善7S*2 善存礼盒 18+ 女性 久坐办公室 孝敬父母表彰奖 饮食不规律  发质细软塌 免免力差 图 买正装送正装 耐力类 运 关注领券 运费险 七天无理由 售后无忧 ,泉水不到一个肉包子的一个米米都不要但是我能够让你补充到比一颗火龙果多达十几倍的营养对不对没错身上飞的海里油的地上跑的甚至是十五米没有的营养都能够给您去做到额外的微量元素的补课称是的所以在直播间宝们啊如果您想要在我们日常生活学习压力比较大的一个过程当中总感觉到经历跟不上是不是啊总感觉头发一抓一大把包裹还有出现这个皮皮肤的暗暗沉沉以及现在夏天是不是也慢慢也要到来了衣服穿的越来越少越来越清凉了想穿小裙子的我们总是有担心自己的一个提某太管不好的来保去把我们的营养做到一个均衡为什么我们女明星的世茂才那么好不仅仅是他们吃的少因为他们自己有私人的营养管理师明白了吗所以可想而知我们身体的营养均衡对于我们的体态的管和理由多重要,否,"{'type': 2, 'content': {'匹配对': {'变体词': '体某态', '原词': '体态'}, '匹配方式': '人工'}}",保健品,2024/4/16 18:34,https://live.douyin.com/754533386856,善存保健品旗舰店
