类型,关键词,法条,主责部门,类别
限售,明代,《电子商务法》第十三条  《文物保护法》（2017年）     第五十一条  公民、法人和其他组织不得买卖下列文物：     （一）国有文物，但是国家允许的除外；     （二）非国有馆藏珍贵文物；     （三）国有不可移动文物中的壁画、雕塑、建筑构件等，但是依法拆除的国有不可移动文物中的壁画、雕塑、建筑构件等不属于本法第二十条第四款规定的应由文物收藏单位收藏的除外；     （四）来源不符合本法第五十条规定的文物。     第五十六条  文物商店不得销售、拍卖企业不得拍卖本法第五十一条规定的文物。     拍卖企业拍卖的文物，在拍卖前应当经省、自治区、直辖市人民政府文物行政部门审核，并报国务院文物行政部门备案。     第七十二条  未经许可，擅自设立文物商店、经营文物拍卖的拍卖企业，或者擅自从事文物的商业经营活动，尚不构成犯罪的，由工商行政管理部门依法予以制止，没收违法所得、非法经营的文物，违法经营额五万元以上的，并处违法经营额二倍以上五倍以下的罚款；违法经营额不足五万元的，并处二万元以上十万元以下的罚款。     第七十三条  有下列情形之一的，由工商行政管理部门没收违法所得、非法经营的文物，违法经营额五万元以上的，并处违法经营额一倍以上三倍以下的罚款；违法经营额不足五万元的，并处五千元以上五万元以下的罚款；情节严重的，由原发证机关吊销许可证书：         （一）文物商店从事文物拍卖经营活动的；         （二）经营文物拍卖的拍卖企业从事文物购销经营活动的；         （三）拍卖企业拍卖的文物，未经审核的；         （四）文物收藏单位从事文物的商业经营活动的。  国家文物局《文物拍卖管理办法》（2020年）         第二条  在中华人民共和国境内，以下列物品为标的的拍卖活动，适用本办法：         (一)1949年以前的各类艺术品、工艺美术品；         (二)1949年以前的文献资料以及具有历史、艺术、科学价值的手稿和图书资料；         (三)1949年以前与各民族社会制度、社会生产、社会生活有关的代表性实物；         (四)1949年以后与重大事件或著名人物有关的代表性实物；         (五)1949年以后反映各民族生产活动、生活习俗、文化艺术和宗教信仰的代表性实物；           (六)列入限制出境范围的1949年以后已故书画家、工艺美术家作品；         (七)法律法规规定的其他物品。 第十四条　下列物品不得作为拍卖标的： 　　（一）依照法律应当上交国家的出土（水）文物，以出土（水）文物名义进行宣传的标的； 　　（二）被盗窃、盗掘、走私的文物或者明确属于历史上被非法掠夺的中国文物； 　　（三）公安、海关、工商等执法部门和人民法院、人民检察院依法没收、追缴的文物，以及银行、冶炼厂、造纸厂及废旧物资回收单位拣选的文物； 　　（四）国有文物收藏单位及其他国家机关、部队和国有企业、事业单位等收藏、保管的文物，以及非国有博物馆馆藏文物； 　　（五）国有文物商店收存的珍贵文物； 　　（六）国有不可移动文物及其构件； 　　（七）涉嫌损害国家利益或者有可能产生不良社会影响的标的； 　　（八）其他法律法规规定不得流通的文物。,市场监管部门,限制购销、拍卖的文物
限售,清代,《电子商务法》第十三条  《文物保护法》（2017年）     第五十一条  公民、法人和其他组织不得买卖下列文物：     （一）国有文物，但是国家允许的除外；     （二）非国有馆藏珍贵文物；     （三）国有不可移动文物中的壁画、雕塑、建筑构件等，但是依法拆除的国有不可移动文物中的壁画、雕塑、建筑构件等不属于本法第二十条第四款规定的应由文物收藏单位收藏的除外；     （四）来源不符合本法第五十条规定的文物。     第五十六条  文物商店不得销售、拍卖企业不得拍卖本法第五十一条规定的文物。     拍卖企业拍卖的文物，在拍卖前应当经省、自治区、直辖市人民政府文物行政部门审核，并报国务院文物行政部门备案。     第七十二条  未经许可，擅自设立文物商店、经营文物拍卖的拍卖企业，或者擅自从事文物的商业经营活动，尚不构成犯罪的，由工商行政管理部门依法予以制止，没收违法所得、非法经营的文物，违法经营额五万元以上的，并处违法经营额二倍以上五倍以下的罚款；违法经营额不足五万元的，并处二万元以上十万元以下的罚款。     第七十三条  有下列情形之一的，由工商行政管理部门没收违法所得、非法经营的文物，违法经营额五万元以上的，并处违法经营额一倍以上三倍以下的罚款；违法经营额不足五万元的，并处五千元以上五万元以下的罚款；情节严重的，由原发证机关吊销许可证书：         （一）文物商店从事文物拍卖经营活动的；         （二）经营文物拍卖的拍卖企业从事文物购销经营活动的；         （三）拍卖企业拍卖的文物，未经审核的；         （四）文物收藏单位从事文物的商业经营活动的。  国家文物局《文物拍卖管理办法》（2020年）         第二条  在中华人民共和国境内，以下列物品为标的的拍卖活动，适用本办法：         (一)1949年以前的各类艺术品、工艺美术品；         (二)1949年以前的文献资料以及具有历史、艺术、科学价值的手稿和图书资料；         (三)1949年以前与各民族社会制度、社会生产、社会生活有关的代表性实物；         (四)1949年以后与重大事件或著名人物有关的代表性实物；         (五)1949年以后反映各民族生产活动、生活习俗、文化艺术和宗教信仰的代表性实物；           (六)列入限制出境范围的1949年以后已故书画家、工艺美术家作品；         (七)法律法规规定的其他物品。 第十四条　下列物品不得作为拍卖标的： 　　（一）依照法律应当上交国家的出土（水）文物，以出土（水）文物名义进行宣传的标的； 　　（二）被盗窃、盗掘、走私的文物或者明确属于历史上被非法掠夺的中国文物； 　　（三）公安、海关、工商等执法部门和人民法院、人民检察院依法没收、追缴的文物，以及银行、冶炼厂、造纸厂及废旧物资回收单位拣选的文物； 　　（四）国有文物收藏单位及其他国家机关、部队和国有企业、事业单位等收藏、保管的文物，以及非国有博物馆馆藏文物； 　　（五）国有文物商店收存的珍贵文物； 　　（六）国有不可移动文物及其构件； 　　（七）涉嫌损害国家利益或者有可能产生不良社会影响的标的； 　　（八）其他法律法规规定不得流通的文物。,市场监管部门,限制购销、拍卖的文物
限售,民国,《电子商务法》第十三条  《文物保护法》（2017年）     第五十一条  公民、法人和其他组织不得买卖下列文物：     （一）国有文物，但是国家允许的除外；     （二）非国有馆藏珍贵文物；     （三）国有不可移动文物中的壁画、雕塑、建筑构件等，但是依法拆除的国有不可移动文物中的壁画、雕塑、建筑构件等不属于本法第二十条第四款规定的应由文物收藏单位收藏的除外；     （四）来源不符合本法第五十条规定的文物。     第五十六条  文物商店不得销售、拍卖企业不得拍卖本法第五十一条规定的文物。     拍卖企业拍卖的文物，在拍卖前应当经省、自治区、直辖市人民政府文物行政部门审核，并报国务院文物行政部门备案。     第七十二条  未经许可，擅自设立文物商店、经营文物拍卖的拍卖企业，或者擅自从事文物的商业经营活动，尚不构成犯罪的，由工商行政管理部门依法予以制止，没收违法所得、非法经营的文物，违法经营额五万元以上的，并处违法经营额二倍以上五倍以下的罚款；违法经营额不足五万元的，并处二万元以上十万元以下的罚款。     第七十三条  有下列情形之一的，由工商行政管理部门没收违法所得、非法经营的文物，违法经营额五万元以上的，并处违法经营额一倍以上三倍以下的罚款；违法经营额不足五万元的，并处五千元以上五万元以下的罚款；情节严重的，由原发证机关吊销许可证书：         （一）文物商店从事文物拍卖经营活动的；         （二）经营文物拍卖的拍卖企业从事文物购销经营活动的；         （三）拍卖企业拍卖的文物，未经审核的；         （四）文物收藏单位从事文物的商业经营活动的。  国家文物局《文物拍卖管理办法》（2020年）         第二条  在中华人民共和国境内，以下列物品为标的的拍卖活动，适用本办法：         (一)1949年以前的各类艺术品、工艺美术品；         (二)1949年以前的文献资料以及具有历史、艺术、科学价值的手稿和图书资料；         (三)1949年以前与各民族社会制度、社会生产、社会生活有关的代表性实物；         (四)1949年以后与重大事件或著名人物有关的代表性实物；         (五)1949年以后反映各民族生产活动、生活习俗、文化艺术和宗教信仰的代表性实物；           (六)列入限制出境范围的1949年以后已故书画家、工艺美术家作品；         (七)法律法规规定的其他物品。 第十四条　下列物品不得作为拍卖标的： 　　（一）依照法律应当上交国家的出土（水）文物，以出土（水）文物名义进行宣传的标的； 　　（二）被盗窃、盗掘、走私的文物或者明确属于历史上被非法掠夺的中国文物； 　　（三）公安、海关、工商等执法部门和人民法院、人民检察院依法没收、追缴的文物，以及银行、冶炼厂、造纸厂及废旧物资回收单位拣选的文物； 　　（四）国有文物收藏单位及其他国家机关、部队和国有企业、事业单位等收藏、保管的文物，以及非国有博物馆馆藏文物； 　　（五）国有文物商店收存的珍贵文物； 　　（六）国有不可移动文物及其构件； 　　（七）涉嫌损害国家利益或者有可能产生不良社会影响的标的； 　　（八）其他法律法规规定不得流通的文物。,市场监管部门,限制购销、拍卖的文物
限售,于照,《电子商务法》第十三条  《文物保护法》（2017年）     第五十一条  公民、法人和其他组织不得买卖下列文物：     （一）国有文物，但是国家允许的除外；     （二）非国有馆藏珍贵文物；     （三）国有不可移动文物中的壁画、雕塑、建筑构件等，但是依法拆除的国有不可移动文物中的壁画、雕塑、建筑构件等不属于本法第二十条第四款规定的应由文物收藏单位收藏的除外；     （四）来源不符合本法第五十条规定的文物。     第五十六条  文物商店不得销售、拍卖企业不得拍卖本法第五十一条规定的文物。     拍卖企业拍卖的文物，在拍卖前应当经省、自治区、直辖市人民政府文物行政部门审核，并报国务院文物行政部门备案。     第七十二条  未经许可，擅自设立文物商店、经营文物拍卖的拍卖企业，或者擅自从事文物的商业经营活动，尚不构成犯罪的，由工商行政管理部门依法予以制止，没收违法所得、非法经营的文物，违法经营额五万元以上的，并处违法经营额二倍以上五倍以下的罚款；违法经营额不足五万元的，并处二万元以上十万元以下的罚款。     第七十三条  有下列情形之一的，由工商行政管理部门没收违法所得、非法经营的文物，违法经营额五万元以上的，并处违法经营额一倍以上三倍以下的罚款；违法经营额不足五万元的，并处五千元以上五万元以下的罚款；情节严重的，由原发证机关吊销许可证书：         （一）文物商店从事文物拍卖经营活动的；         （二）经营文物拍卖的拍卖企业从事文物购销经营活动的；         （三）拍卖企业拍卖的文物，未经审核的；         （四）文物收藏单位从事文物的商业经营活动的。  国家文物局《文物拍卖管理办法》（2020年）         第二条  在中华人民共和国境内，以下列物品为标的的拍卖活动，适用本办法：         (一)1949年以前的各类艺术品、工艺美术品；         (二)1949年以前的文献资料以及具有历史、艺术、科学价值的手稿和图书资料；         (三)1949年以前与各民族社会制度、社会生产、社会生活有关的代表性实物；         (四)1949年以后与重大事件或著名人物有关的代表性实物；         (五)1949年以后反映各民族生产活动、生活习俗、文化艺术和宗教信仰的代表性实物；           (六)列入限制出境范围的1949年以后已故书画家、工艺美术家作品；         (七)法律法规规定的其他物品。 第十四条　下列物品不得作为拍卖标的： 　　（一）依照法律应当上交国家的出土（水）文物，以出土（水）文物名义进行宣传的标的； 　　（二）被盗窃、盗掘、走私的文物或者明确属于历史上被非法掠夺的中国文物； 　　（三）公安、海关、工商等执法部门和人民法院、人民检察院依法没收、追缴的文物，以及银行、冶炼厂、造纸厂及废旧物资回收单位拣选的文物； 　　（四）国有文物收藏单位及其他国家机关、部队和国有企业、事业单位等收藏、保管的文物，以及非国有博物馆馆藏文物； 　　（五）国有文物商店收存的珍贵文物； 　　（六）国有不可移动文物及其构件； 　　（七）涉嫌损害国家利益或者有可能产生不良社会影响的标的； 　　（八）其他法律法规规定不得流通的文物。,市场监管部门,限制购销、拍卖的文物
限售,非闇,《电子商务法》第十三条  《文物保护法》（2017年）     第五十一条  公民、法人和其他组织不得买卖下列文物：     （一）国有文物，但是国家允许的除外；     （二）非国有馆藏珍贵文物；     （三）国有不可移动文物中的壁画、雕塑、建筑构件等，但是依法拆除的国有不可移动文物中的壁画、雕塑、建筑构件等不属于本法第二十条第四款规定的应由文物收藏单位收藏的除外；     （四）来源不符合本法第五十条规定的文物。     第五十六条  文物商店不得销售、拍卖企业不得拍卖本法第五十一条规定的文物。     拍卖企业拍卖的文物，在拍卖前应当经省、自治区、直辖市人民政府文物行政部门审核，并报国务院文物行政部门备案。     第七十二条  未经许可，擅自设立文物商店、经营文物拍卖的拍卖企业，或者擅自从事文物的商业经营活动，尚不构成犯罪的，由工商行政管理部门依法予以制止，没收违法所得、非法经营的文物，违法经营额五万元以上的，并处违法经营额二倍以上五倍以下的罚款；违法经营额不足五万元的，并处二万元以上十万元以下的罚款。     第七十三条  有下列情形之一的，由工商行政管理部门没收违法所得、非法经营的文物，违法经营额五万元以上的，并处违法经营额一倍以上三倍以下的罚款；违法经营额不足五万元的，并处五千元以上五万元以下的罚款；情节严重的，由原发证机关吊销许可证书：         （一）文物商店从事文物拍卖经营活动的；         （二）经营文物拍卖的拍卖企业从事文物购销经营活动的；         （三）拍卖企业拍卖的文物，未经审核的；         （四）文物收藏单位从事文物的商业经营活动的。  国家文物局《文物拍卖管理办法》（2020年）         第二条  在中华人民共和国境内，以下列物品为标的的拍卖活动，适用本办法：         (一)1949年以前的各类艺术品、工艺美术品；         (二)1949年以前的文献资料以及具有历史、艺术、科学价值的手稿和图书资料；         (三)1949年以前与各民族社会制度、社会生产、社会生活有关的代表性实物；         (四)1949年以后与重大事件或著名人物有关的代表性实物；         (五)1949年以后反映各民族生产活动、生活习俗、文化艺术和宗教信仰的代表性实物；           (六)列入限制出境范围的1949年以后已故书画家、工艺美术家作品；         (七)法律法规规定的其他物品。 第十四条　下列物品不得作为拍卖标的： 　　（一）依照法律应当上交国家的出土（水）文物，以出土（水）文物名义进行宣传的标的； 　　（二）被盗窃、盗掘、走私的文物或者明确属于历史上被非法掠夺的中国文物； 　　（三）公安、海关、工商等执法部门和人民法院、人民检察院依法没收、追缴的文物，以及银行、冶炼厂、造纸厂及废旧物资回收单位拣选的文物； 　　（四）国有文物收藏单位及其他国家机关、部队和国有企业、事业单位等收藏、保管的文物，以及非国有博物馆馆藏文物； 　　（五）国有文物商店收存的珍贵文物； 　　（六）国有不可移动文物及其构件； 　　（七）涉嫌损害国家利益或者有可能产生不良社会影响的标的； 　　（八）其他法律法规规定不得流通的文物。,市场监管部门,限制购销、拍卖的文物
限售,于右任,《电子商务法》第十三条  《文物保护法》（2017年）     第五十一条  公民、法人和其他组织不得买卖下列文物：     （一）国有文物，但是国家允许的除外；     （二）非国有馆藏珍贵文物；     （三）国有不可移动文物中的壁画、雕塑、建筑构件等，但是依法拆除的国有不可移动文物中的壁画、雕塑、建筑构件等不属于本法第二十条第四款规定的应由文物收藏单位收藏的除外；     （四）来源不符合本法第五十条规定的文物。     第五十六条  文物商店不得销售、拍卖企业不得拍卖本法第五十一条规定的文物。     拍卖企业拍卖的文物，在拍卖前应当经省、自治区、直辖市人民政府文物行政部门审核，并报国务院文物行政部门备案。     第七十二条  未经许可，擅自设立文物商店、经营文物拍卖的拍卖企业，或者擅自从事文物的商业经营活动，尚不构成犯罪的，由工商行政管理部门依法予以制止，没收违法所得、非法经营的文物，违法经营额五万元以上的，并处违法经营额二倍以上五倍以下的罚款；违法经营额不足五万元的，并处二万元以上十万元以下的罚款。     第七十三条  有下列情形之一的，由工商行政管理部门没收违法所得、非法经营的文物，违法经营额五万元以上的，并处违法经营额一倍以上三倍以下的罚款；违法经营额不足五万元的，并处五千元以上五万元以下的罚款；情节严重的，由原发证机关吊销许可证书：         （一）文物商店从事文物拍卖经营活动的；         （二）经营文物拍卖的拍卖企业从事文物购销经营活动的；         （三）拍卖企业拍卖的文物，未经审核的；         （四）文物收藏单位从事文物的商业经营活动的。  国家文物局《文物拍卖管理办法》（2020年）         第二条  在中华人民共和国境内，以下列物品为标的的拍卖活动，适用本办法：         (一)1949年以前的各类艺术品、工艺美术品；         (二)1949年以前的文献资料以及具有历史、艺术、科学价值的手稿和图书资料；         (三)1949年以前与各民族社会制度、社会生产、社会生活有关的代表性实物；         (四)1949年以后与重大事件或著名人物有关的代表性实物；         (五)1949年以后反映各民族生产活动、生活习俗、文化艺术和宗教信仰的代表性实物；           (六)列入限制出境范围的1949年以后已故书画家、工艺美术家作品；         (七)法律法规规定的其他物品。 第十四条　下列物品不得作为拍卖标的： 　　（一）依照法律应当上交国家的出土（水）文物，以出土（水）文物名义进行宣传的标的； 　　（二）被盗窃、盗掘、走私的文物或者明确属于历史上被非法掠夺的中国文物； 　　（三）公安、海关、工商等执法部门和人民法院、人民检察院依法没收、追缴的文物，以及银行、冶炼厂、造纸厂及废旧物资回收单位拣选的文物； 　　（四）国有文物收藏单位及其他国家机关、部队和国有企业、事业单位等收藏、保管的文物，以及非国有博物馆馆藏文物； 　　（五）国有文物商店收存的珍贵文物； 　　（六）国有不可移动文物及其构件； 　　（七）涉嫌损害国家利益或者有可能产生不良社会影响的标的； 　　（八）其他法律法规规定不得流通的文物。,市场监管部门,限制购销、拍卖的文物
限售,丰子恺,《电子商务法》第十三条  《文物保护法》（2017年）     第五十一条  公民、法人和其他组织不得买卖下列文物：     （一）国有文物，但是国家允许的除外；     （二）非国有馆藏珍贵文物；     （三）国有不可移动文物中的壁画、雕塑、建筑构件等，但是依法拆除的国有不可移动文物中的壁画、雕塑、建筑构件等不属于本法第二十条第四款规定的应由文物收藏单位收藏的除外；     （四）来源不符合本法第五十条规定的文物。     第五十六条  文物商店不得销售、拍卖企业不得拍卖本法第五十一条规定的文物。     拍卖企业拍卖的文物，在拍卖前应当经省、自治区、直辖市人民政府文物行政部门审核，并报国务院文物行政部门备案。     第七十二条  未经许可，擅自设立文物商店、经营文物拍卖的拍卖企业，或者擅自从事文物的商业经营活动，尚不构成犯罪的，由工商行政管理部门依法予以制止，没收违法所得、非法经营的文物，违法经营额五万元以上的，并处违法经营额二倍以上五倍以下的罚款；违法经营额不足五万元的，并处二万元以上十万元以下的罚款。     第七十三条  有下列情形之一的，由工商行政管理部门没收违法所得、非法经营的文物，违法经营额五万元以上的，并处违法经营额一倍以上三倍以下的罚款；违法经营额不足五万元的，并处五千元以上五万元以下的罚款；情节严重的，由原发证机关吊销许可证书：         （一）文物商店从事文物拍卖经营活动的；         （二）经营文物拍卖的拍卖企业从事文物购销经营活动的；         （三）拍卖企业拍卖的文物，未经审核的；         （四）文物收藏单位从事文物的商业经营活动的。  国家文物局《文物拍卖管理办法》（2020年）         第二条  在中华人民共和国境内，以下列物品为标的的拍卖活动，适用本办法：         (一)1949年以前的各类艺术品、工艺美术品；         (二)1949年以前的文献资料以及具有历史、艺术、科学价值的手稿和图书资料；         (三)1949年以前与各民族社会制度、社会生产、社会生活有关的代表性实物；         (四)1949年以后与重大事件或著名人物有关的代表性实物；         (五)1949年以后反映各民族生产活动、生活习俗、文化艺术和宗教信仰的代表性实物；           (六)列入限制出境范围的1949年以后已故书画家、工艺美术家作品；         (七)法律法规规定的其他物品。 第十四条　下列物品不得作为拍卖标的： 　　（一）依照法律应当上交国家的出土（水）文物，以出土（水）文物名义进行宣传的标的； 　　（二）被盗窃、盗掘、走私的文物或者明确属于历史上被非法掠夺的中国文物； 　　（三）公安、海关、工商等执法部门和人民法院、人民检察院依法没收、追缴的文物，以及银行、冶炼厂、造纸厂及废旧物资回收单位拣选的文物； 　　（四）国有文物收藏单位及其他国家机关、部队和国有企业、事业单位等收藏、保管的文物，以及非国有博物馆馆藏文物； 　　（五）国有文物商店收存的珍贵文物； 　　（六）国有不可移动文物及其构件； 　　（七）涉嫌损害国家利益或者有可能产生不良社会影响的标的； 　　（八）其他法律法规规定不得流通的文物。,市场监管部门,限制购销、拍卖的文物
限售,王式廓,《电子商务法》第十三条  《文物保护法》（2017年）     第五十一条  公民、法人和其他组织不得买卖下列文物：     （一）国有文物，但是国家允许的除外；     （二）非国有馆藏珍贵文物；     （三）国有不可移动文物中的壁画、雕塑、建筑构件等，但是依法拆除的国有不可移动文物中的壁画、雕塑、建筑构件等不属于本法第二十条第四款规定的应由文物收藏单位收藏的除外；     （四）来源不符合本法第五十条规定的文物。     第五十六条  文物商店不得销售、拍卖企业不得拍卖本法第五十一条规定的文物。     拍卖企业拍卖的文物，在拍卖前应当经省、自治区、直辖市人民政府文物行政部门审核，并报国务院文物行政部门备案。     第七十二条  未经许可，擅自设立文物商店、经营文物拍卖的拍卖企业，或者擅自从事文物的商业经营活动，尚不构成犯罪的，由工商行政管理部门依法予以制止，没收违法所得、非法经营的文物，违法经营额五万元以上的，并处违法经营额二倍以上五倍以下的罚款；违法经营额不足五万元的，并处二万元以上十万元以下的罚款。     第七十三条  有下列情形之一的，由工商行政管理部门没收违法所得、非法经营的文物，违法经营额五万元以上的，并处违法经营额一倍以上三倍以下的罚款；违法经营额不足五万元的，并处五千元以上五万元以下的罚款；情节严重的，由原发证机关吊销许可证书：         （一）文物商店从事文物拍卖经营活动的；         （二）经营文物拍卖的拍卖企业从事文物购销经营活动的；         （三）拍卖企业拍卖的文物，未经审核的；         （四）文物收藏单位从事文物的商业经营活动的。  国家文物局《文物拍卖管理办法》（2020年）         第二条  在中华人民共和国境内，以下列物品为标的的拍卖活动，适用本办法：         (一)1949年以前的各类艺术品、工艺美术品；         (二)1949年以前的文献资料以及具有历史、艺术、科学价值的手稿和图书资料；         (三)1949年以前与各民族社会制度、社会生产、社会生活有关的代表性实物；         (四)1949年以后与重大事件或著名人物有关的代表性实物；         (五)1949年以后反映各民族生产活动、生活习俗、文化艺术和宗教信仰的代表性实物；           (六)列入限制出境范围的1949年以后已故书画家、工艺美术家作品；         (七)法律法规规定的其他物品。 第十四条　下列物品不得作为拍卖标的： 　　（一）依照法律应当上交国家的出土（水）文物，以出土（水）文物名义进行宣传的标的； 　　（二）被盗窃、盗掘、走私的文物或者明确属于历史上被非法掠夺的中国文物； 　　（三）公安、海关、工商等执法部门和人民法院、人民检察院依法没收、追缴的文物，以及银行、冶炼厂、造纸厂及废旧物资回收单位拣选的文物； 　　（四）国有文物收藏单位及其他国家机关、部队和国有企业、事业单位等收藏、保管的文物，以及非国有博物馆馆藏文物； 　　（五）国有文物商店收存的珍贵文物； 　　（六）国有不可移动文物及其构件； 　　（七）涉嫌损害国家利益或者有可能产生不良社会影响的标的； 　　（八）其他法律法规规定不得流通的文物。,市场监管部门,限制购销、拍卖的文物
限售,石鲁,《电子商务法》第十三条  《文物保护法》（2017年）     第五十一条  公民、法人和其他组织不得买卖下列文物：     （一）国有文物，但是国家允许的除外；     （二）非国有馆藏珍贵文物；     （三）国有不可移动文物中的壁画、雕塑、建筑构件等，但是依法拆除的国有不可移动文物中的壁画、雕塑、建筑构件等不属于本法第二十条第四款规定的应由文物收藏单位收藏的除外；     （四）来源不符合本法第五十条规定的文物。     第五十六条  文物商店不得销售、拍卖企业不得拍卖本法第五十一条规定的文物。     拍卖企业拍卖的文物，在拍卖前应当经省、自治区、直辖市人民政府文物行政部门审核，并报国务院文物行政部门备案。     第七十二条  未经许可，擅自设立文物商店、经营文物拍卖的拍卖企业，或者擅自从事文物的商业经营活动，尚不构成犯罪的，由工商行政管理部门依法予以制止，没收违法所得、非法经营的文物，违法经营额五万元以上的，并处违法经营额二倍以上五倍以下的罚款；违法经营额不足五万元的，并处二万元以上十万元以下的罚款。     第七十三条  有下列情形之一的，由工商行政管理部门没收违法所得、非法经营的文物，违法经营额五万元以上的，并处违法经营额一倍以上三倍以下的罚款；违法经营额不足五万元的，并处五千元以上五万元以下的罚款；情节严重的，由原发证机关吊销许可证书：         （一）文物商店从事文物拍卖经营活动的；         （二）经营文物拍卖的拍卖企业从事文物购销经营活动的；         （三）拍卖企业拍卖的文物，未经审核的；         （四）文物收藏单位从事文物的商业经营活动的。  国家文物局《文物拍卖管理办法》（2020年）         第二条  在中华人民共和国境内，以下列物品为标的的拍卖活动，适用本办法：         (一)1949年以前的各类艺术品、工艺美术品；         (二)1949年以前的文献资料以及具有历史、艺术、科学价值的手稿和图书资料；         (三)1949年以前与各民族社会制度、社会生产、社会生活有关的代表性实物；         (四)1949年以后与重大事件或著名人物有关的代表性实物；         (五)1949年以后反映各民族生产活动、生活习俗、文化艺术和宗教信仰的代表性实物；           (六)列入限制出境范围的1949年以后已故书画家、工艺美术家作品；         (七)法律法规规定的其他物品。 第十四条　下列物品不得作为拍卖标的： 　　（一）依照法律应当上交国家的出土（水）文物，以出土（水）文物名义进行宣传的标的； 　　（二）被盗窃、盗掘、走私的文物或者明确属于历史上被非法掠夺的中国文物； 　　（三）公安、海关、工商等执法部门和人民法院、人民检察院依法没收、追缴的文物，以及银行、冶炼厂、造纸厂及废旧物资回收单位拣选的文物； 　　（四）国有文物收藏单位及其他国家机关、部队和国有企业、事业单位等收藏、保管的文物，以及非国有博物馆馆藏文物； 　　（五）国有文物商店收存的珍贵文物； 　　（六）国有不可移动文物及其构件； 　　（七）涉嫌损害国家利益或者有可能产生不良社会影响的标的； 　　（八）其他法律法规规定不得流通的文物。,市场监管部门,限制购销、拍卖的文物
限售,刘奎龄,《电子商务法》第十三条  《文物保护法》（2017年）     第五十一条  公民、法人和其他组织不得买卖下列文物：     （一）国有文物，但是国家允许的除外；     （二）非国有馆藏珍贵文物；     （三）国有不可移动文物中的壁画、雕塑、建筑构件等，但是依法拆除的国有不可移动文物中的壁画、雕塑、建筑构件等不属于本法第二十条第四款规定的应由文物收藏单位收藏的除外；     （四）来源不符合本法第五十条规定的文物。     第五十六条  文物商店不得销售、拍卖企业不得拍卖本法第五十一条规定的文物。     拍卖企业拍卖的文物，在拍卖前应当经省、自治区、直辖市人民政府文物行政部门审核，并报国务院文物行政部门备案。     第七十二条  未经许可，擅自设立文物商店、经营文物拍卖的拍卖企业，或者擅自从事文物的商业经营活动，尚不构成犯罪的，由工商行政管理部门依法予以制止，没收违法所得、非法经营的文物，违法经营额五万元以上的，并处违法经营额二倍以上五倍以下的罚款；违法经营额不足五万元的，并处二万元以上十万元以下的罚款。     第七十三条  有下列情形之一的，由工商行政管理部门没收违法所得、非法经营的文物，违法经营额五万元以上的，并处违法经营额一倍以上三倍以下的罚款；违法经营额不足五万元的，并处五千元以上五万元以下的罚款；情节严重的，由原发证机关吊销许可证书：         （一）文物商店从事文物拍卖经营活动的；         （二）经营文物拍卖的拍卖企业从事文物购销经营活动的；         （三）拍卖企业拍卖的文物，未经审核的；         （四）文物收藏单位从事文物的商业经营活动的。  国家文物局《文物拍卖管理办法》（2020年）         第二条  在中华人民共和国境内，以下列物品为标的的拍卖活动，适用本办法：         (一)1949年以前的各类艺术品、工艺美术品；         (二)1949年以前的文献资料以及具有历史、艺术、科学价值的手稿和图书资料；         (三)1949年以前与各民族社会制度、社会生产、社会生活有关的代表性实物；         (四)1949年以后与重大事件或著名人物有关的代表性实物；         (五)1949年以后反映各民族生产活动、生活习俗、文化艺术和宗教信仰的代表性实物；           (六)列入限制出境范围的1949年以后已故书画家、工艺美术家作品；         (七)法律法规规定的其他物品。 第十四条　下列物品不得作为拍卖标的： 　　（一）依照法律应当上交国家的出土（水）文物，以出土（水）文物名义进行宣传的标的； 　　（二）被盗窃、盗掘、走私的文物或者明确属于历史上被非法掠夺的中国文物； 　　（三）公安、海关、工商等执法部门和人民法院、人民检察院依法没收、追缴的文物，以及银行、冶炼厂、造纸厂及废旧物资回收单位拣选的文物； 　　（四）国有文物收藏单位及其他国家机关、部队和国有企业、事业单位等收藏、保管的文物，以及非国有博物馆馆藏文物； 　　（五）国有文物商店收存的珍贵文物； 　　（六）国有不可移动文物及其构件； 　　（七）涉嫌损害国家利益或者有可能产生不良社会影响的标的； 　　（八）其他法律法规规定不得流通的文物。,市场监管部门,限制购销、拍卖的文物
